name,address,city,zip_code,latitude,longitude,visited,visited_date
Island Crest Park,5500 Island Crest Way,Mercer Island,98040,47.550931294554,-122.22358515143,N,
Ivanhoe Park,16600 Northup Way,Bellevue,98008,47.623719888893,-122.11832148177,N,
Jackson Park Golf Course,1100 NE 135th St,Seattle,98125,47.729254,-122.319103,N,
Jacob Ambaum Park,12621 Ambaum Blvd. SW,Burien,,47.489386779177195,-122.35253068423087,N,
James Keough Park,2301 N 167th St,Shoreline,,47.75129029337077,-122.3308452957841,N,
Japanese Garden,1075 Lake Washington Blvd E,Seattle,98112,47.627312,-122.2952,N,
Jefferson Park,3801 Beacon Ave S,Seattle,98108,47.568067,-122.311441,N,
Jefferson Park Golf Course,4101 Beacon Ave S,Seattle,98108,47.567202,-122.305242,N,
Jimi Hendrix Park,2400 S Massachusetts St,Seattle,98144,47.588907,-122.300842,N,
"John C. Little, Sr. Park",6961 37th Ave S,Seattle,98118,47.539048,-122.286686,N,
Jones Park,98 Wells Ave S,Renton,,47.48287492,-122.20478674,N,
Joseph Foster Memorial Park,13919 53rd Avenue South,Tukwila,98168,47.477736365411,-122.268297802336,N,
Josten Park,11140 NE 129th St,Kirkland,,47.716272234973054,-122.19147325215081,N,
JU5,10008 NE 140th St,Kirkland,,47.72680270368564,-122.2079009930579,N,
Juanita Bay Park,2201 Market St,Kirkland,,47.69679359267069,-122.20870259318748,N,
Juanita Beach Park,9703 NE Juanita Dr,Kirkland,,47.7044431368636,-122.21544874946788,N,
Juanita Triangle Park,76th Pl NE & Juanita Dr NE,Kirkland,,47.70837907196975,-122.23780350337158,N,
Juanita Woodlands Park,NE 118th St & Juanita Dr NE,Kirkland,,47.70584231513952,-122.238069259159,N,
Judge Charles M. Stokes Overlook,20th Ave S & S Judkins St,Seattle,98144,47.591632,-122.306962,N,
Judkins Park and Playfield,2150 S Norman St,Seattle,98144,47.592425,-122.303951,N,
Juel Park,NE 116th Street,Redmond,,47.70091498588227,-122.0869464580942,N,
Junction Plaza,42nd Ave SW & SW Alaska St,Seattle,98116,47.561204,-122.385491,N,
Katie Black's Garden,1150 S Atlantic St,Seattle,98144,47.590421,-122.317642,N,
Kayu Kayu Ac Park,19911 Richmond Beach Dr NW,Shoreline,,47.77433588698357,-122.39226704919639,N,
Keeney Park,17203 Northup Way,Bellevue,98008,47.619102968887,-122.11029523595,N,
Kennydale Beach Park,3601 Lake Washington Blvd N,Renton,,47.52331846,-122.20764863,N,
Kennydale Lions Park,2428 Aberdeen Ave NE,Renton,,47.51435469,-122.19049532,N,
Kenyon-Dobson Property,3447 Lincoln Dr NE,Renton,,47.52231374,-122.18770955,N,
Kerry Park,211 W Highland Dr,Seattle,98119,47.629023,-122.359874,N,
Keystone Place,5664 Keystone Pl N,Seattle,98103,47.670304,-122.333769,N,
Kilbourne Park,9131 California Ave SW,Seattle,98136,47.52133,-122.388277,N,
Killarney Glen Park,1933 104th Ave SE,Bellevue,98004,47.593352562073,-122.20187419869,N,
Kingfisher Natural Area on Thornton Creek,15th Ave NE & NE 105th St,Seattle,98125,47.704889,-122.312411,N,
Kingsgate Park,11532 NE 140th St,Kirkland,,47.726713248709764,-122.18760383666573,N,
Kinnear Park,899 W Olympic Pl,Seattle,98119,47.627317,-122.367207,N,
Kirke Park,7028 9th Ave NW,Seattle,98117,47.680338,-122.368021,N,
Kiwanis Memorial Preserve Park,4441 Brygger Dr W,Seattle,98199,47.66197,-122.401004,N,
Kiwanis Memorial Preserve Park,4531 33rd Ave W,Seattle,98199,47.660251,-122.403237,N,
Kiwanis Park,1405 10th St W,Kirkland,,47.6906653728888,-122.21785106770463,N,
Kiwanis Park,815 Union Ave NE,Renton,,47.49694499,-122.1660966,N,
Kobe Terrace,650 Main St,Seattle,98104,47.60042,-122.324494,N,
Kruckeberg Botanic Garden,20312 15 Ave NW,Shoreline,,47.776450355695246,-122.37585027919344,N,
Kubota Garden,9817 55th Ave S,Seattle,98118,47.513543,-122.266125,N,
Lake Ave W Street End Park,297 Lake Ave W,Kirkland,,47.67979100795097,-122.21431274704682,N,
Lake Burien School Memorial Park,,Burien,,47.47007917917601,-122.3584224842315,N,
Lake City Memorial Triangle,12356 Lake City Way NE,Seattle,98125,47.718819,-122.295266,N,
Lake City Mini Park,12359 Lake City Way NE,Seattle,98125,47.71911,-122.295875,N,
Lake Hills Community Park,1200 164th Ave SE,Bellevue,98008,47.598839779856,-122.12221920053,N,
Lake Hills Greenbelt,15416 SE 16th St,Bellevue,98007,47.596707226616,-122.13413314601,N,
Lake People Park (Xacua'bs),3100 S Bradford st,Seattle,98108,47.569133,-122.292012,N,
Lake Sammamish Landing,,Bellevue,,47.59457204682,-122.1101563611,N,
Lake Union Park,860 Terry Ave N,Seattle,98109,47.627015,-122.338848,Y,
Lakemont Community Park,5170 Village Park Drive SE,Bellevue,98006,47.556919787178,-122.11343002657,N,
Lakemont Highlands Neighborhood Park,15800 SE 63rd St,Bellevue,98006,47.547082182528,-122.13052763138,N,
Lakeridge Park,10201 Holyoke Way S,Seattle,98178,47.506033,-122.247429,N,
Lakeridge Playfield,10145 Rainier Ave S,Seattle,98178,47.510319,-122.246841,N,
Lakeview Dog park,15820 6th Ave SW,Burien,,47.4957592861489,-122.36864639233374,N,
Lakeview Park,340 37th Ave E,Seattle,98112,47.62205,-122.284732,N,
Lakeview Park,422 SW 160th Street,Burien,,47.4605875791752,-122.34300198423172,N,
Lakeview Place,1042 Lakeview Blvd E,Seattle,98102,47.62939,-122.325705,N,
Lakewood Moorage,4400 Lake Washington Blvd S,Seattle,98118,47.562981,-122.268295,Y,
Lakewood Playfield,5013 S Angeline St,Seattle,98118,47.558831,-122.27006,N,
Lakewood Triangle,3114 Cascadia Ave S,Seattle,98144,47.576058,-122.28372,N,
Lambert Place,3800 E Madison St,Seattle,98112,47.632017,-122.283837,N,
Landing Parkway,4099 S Horton St,Seattle,98144,47.573861,-122.283396,N,
Lattawood Park,4530 155th Ave SE,Bellevue,98006,47.564020476022,-122.13382751487,N,
Laurelhurst Playfield,4544 NE 41st St,Seattle,98105,47.65989,-122.278019,N,
Laurelhurst Triangle,3325 East Laurelhurst Dr NE,Seattle,98105,47.652696,-122.277487,N,
LaVilla Meadows Natural Area on Thornton Creek,Ravenna Ave NE & NE 100th St,Seattle,98115,47.701262,-122.299926,N,
Lawton Park,4005 27th Ave W,Seattle,98199,47.655065,-122.391158,N,
Leschi Park,201 Lakeside Ave. S,Seattle,98122,47.600931,-122.286548,N,
Leschi-Lake Dell Natural Area,3525 E Terrace St,Seattle,98122,47.604695,-122.287835,N,
Lewis Creek Park,5808 Lakemont Blvd SE,Bellevue,98006,47.550434556053,-122.12555958495,N,
Lewis Park,1120 15th Ave S,Seattle,98144,47.592857,-122.314435,N,
Liberty Park,1101 Bronson Way N,Renton,,47.48262809,-122.20030026,N,
Licorice Fern Natural Area on Thornton Creek,12th Ave NE & NE 130th St,Seattle,98115,47.723106,-122.315433,N,
Licton Springs Park,9536 Ashworth Ave N,Seattle,98103,47.698542,-122.338735,N,
Lincoln Park,8011 Fauntleroy Way SW,Seattle,98136,47.531176,-122.396012,Y,
Linde Hill Park,651 SW 141st Street,Burien,,47.476951079176224,-122.3461886842313,N,
Linden Orchard Park,Linden Ave N & N 67th St,Seattle,98103,47.678016,-122.347727,N,
Little Brook Park,14043 32nd Ave NE,Seattle,98125,47.731387,-122.294567,N,
Llandover Woods Greenspace,14499 3rd Ave NW,Seattle,98177,47.733024,-122.364545,N,
Longfellow Creek Greenspace,Delridge Way SW & SW Graham St,Seattle,98106,47.530167,-122.363435,N,
Louisa Boren Park,1606 15th Ave E,Seattle,98112,47.635274,-122.311628,N,
Lowman Beach Park,7017 Beach Dr SW,Seattle,98136,47.540367,-122.396728,Y,
Loyal Heights Playfield,2101 NW 77th St,Seattle,98117,47.684106,-122.38324,N,
Luke McRedmond Landing,15811 Redmond Way,Redmond,,47.673130172558544,-122.1313188760615,N,
Lynn Street Mini Park,2291 Fairview Ave E,Seattle,98102,47.639849,-122.32975,N,
Macadam Winter Garden,5311 South 144th Street,Tukwila,98168,47.4739920877,-122.268150058578,N,
MacLean Park,1922 Taylor Ave N,Seattle,98109,47.636191,-122.345276,N,
Madison Park,4201 E Madison St,Seattle,98112,47.635779,-122.276602,N,
Madison Park North Beach,2300 43rd Ave E,Seattle,98112,47.639084,-122.276118,N,
Madrona Briar Patch,1605 Madrona Dr,Seattle,98122,47.615231,-122.284261,N,
Madrona Park,853 Lake Washington Blvd,Seattle,98122,47.609299,-122.282679,N,
Madrona Playground,3211 E Spring St,Seattle,98122,47.611022,-122.289885,N,
Madrona Ravine,3799 E Spring St,Seattle,98122,47.611456,-122.285412,N,
Magnolia Greenbelt,W Howe St & Dartmouth Ave W,Seattle,98199,47.636006,-122.389073,N,
Magnolia Manor Park,3500 28th Ave W,Seattle,98119,47.651085,-122.390877,N,
Magnolia Park,1461 Magnolia Blvd W,Seattle,98199,47.632366,-122.398993,Y,
Magnolia Playfield,2518 34th Ave W,Seattle,98199,47.643746,-122.399472,N,
Magnolia Tidelands Park,W Ruffner to Elliott Bay Marina,Seattle,98144,47.630922,-122.391648,Y,
Magnuson Park,7400 Sand Point Way NE,Seattle,98115,47.680304,-122.255084,Y,
Manhattan Park,18386 4th Ave S.,Burien,,47.43794697917395,-122.33113468423252,N,
Maple Leaf Community Garden,529 NE 103rd St,Seattle,98125,47.70326,-122.322269,N,
Maple Leaf Resevoir Park,1020 NE 82nd St,Seattle,98115,47.689015,-122.315613,N,
Maple School Ravine,1950 S Graham St,Seattle,98108,47.551071,-122.308342,N,
Maple Wood Playfield,4801 Corson Ave S,Seattle,98108,47.560041,-122.318845,N,
Maplewood Neighborhood Park,3400 Maple Valley Hwy,Renton,,47.47879191,-122.14677355,N,
Maplewood Park,3201 Maple Valley Hwy,Renton,,47.47575286,-122.17263725,N,
Marina Park,25 Lakeshore Plz,Kirkland,,47.674894845218844,-122.2090902178104,N,
Mark Twain Park,10625 132nd Ave NE,Kirkland,,47.69567925162487,-122.16647992034395,N,
Marra-Desimone Park,9026 4th Ave S,Seattle,98108,47.522124,-122.329372,N,
Marsh Park,6605 Lake Washington Blvd NE,Kirkland,,47.665784331644254,-122.2077944474422,N,
Marshall Park,1191 7th Ave W,Seattle,98119,47.629436,-122.366805,N,
Martha Washington Park,6612 57th Ave S,Seattle,98115,47.542398,-122.260054,N,
"Martin Luther King, Jr. Memorial",2200 Martin Luther King Jr  Way S,Seattle,98144,47.582756,-122.297165,N,
Martin Park,,Redmond,,47.67687493214384,-122.08097944771299,N,
Marvin's Garden,5400 Ballard Ave NW,Seattle,98107,47.667976,-122.384972,N,
Marymoor Park Fields,6046 W Lake Sammamish Pkwy NE,Redmond,98052,47.6619303273,-122.12584587556,N,
Mathison Park,533 S 146th Street,Burien,,47.471416979175935,-122.32888668423138,N,
Matthews Beach Park,5100 NE 93rd St,Seattle,98115,47.694564,-122.271785,N,
Mayfair Park,2600 2nd Ave N,Seattle,98109,47.643241,-122.353356,N,
McAuliffe Park,10824 NE 116th St,Kirkland,,47.705371139217846,-122.1963929158103,N,
McClellan Place,S McClellan St & Beacon Ave S,Seattle,98144,47.578695,-122.311648,N,
McCormick Park,16300 MERIDIAN AVE N,Shoreline,,47.74768214872138,-122.33257093208607,N,
McCormick Park,11190 NE 12th Street,Bellevue,98004,47.621170667423,-122.19424354151,N,
McGilvra Boulevard,1099 McGilvra Blvd E,Seattle,98112,47.626925,-122.282116,N,
McGilvra Place,1425 E Madison St,Seattle,98122,47.614233,-122.313032,N,
McGraw Square,Westlake Ave N & Stewart St,Seattle,98101,47.61299,-122.337587,N,
McMicken Heights Park,S 166th St & 40th Ave S,SeaTac,98188,47.455152227152894,-122.28430654026477,N,
Me-Kwa-Mooks Natural Area,4100 Aikins Ave SW,Seattle,98116,47.563782,-122.403424,N,
Me-Kwa-Mooks Park,4503 Beach Dr SW,Seattle,98116,47.563167,-122.404006,N,
Meadow Park,10710 160th Avenue NE,Redmond,,47.69630525335763,-122.1257829687436,N,
Meadow Wood Park,13817 SE 60th Street,Bellevue,98006,47.549112895272,-122.15559837991,N,
Meadowbrook Playfield,10533 35th Ave NE,Seattle,98125,47.705771,-122.293493,N,
Medina Beach Park/City Hall,501 Evergreen Point Road,Medina,98039,47.615329927696,-122.23937071665,N,
Medina Park,NE 12th St & 82nd Ave NE,Medina,98039,47.620324080742,-122.23124126921,N,
Mercer Slough Nature Park,2101 118th Ave SE,Bellevue,98005,47.593440966992,-122.18307567525,N,
Meridian Park,16765 Wallingford Ave N,Shoreline,,47.75181793107984,-122.3387305192964,N,
Meridian Playground,4649 Sunnyside Ave N,Seattle,98103,47.664159,-122.332557,N,
Meydenbauer Bay Park,9899 Lake Washington Blvd NE,Bellevue,98004,47.610271352631,-122.20942834358,N,
Miller Creek Trail,14455 Des Moines Memorial Drive,Burien,,47.47474527917612,-122.32010628390093,N,
Miller Playfield,330 19th Ave E,Seattle,98112,47.621433,-122.306261,N,
Miller Triangle,222 20th Ave E,Seattle,98112,47.620311,-122.305711,N,
Mineral Springs Park,1500 N 105th St,Seattle,98133,47.705755,-122.336528,N,
Mock Creek Ravine,9612 35th Ave NE,Seattle,98115,47.699037,-122.28962,N,
Montlake Boulevard,2811 Montlake Blvd E,Seattle,98112,47.645971,-122.30474,N,
Montlake Playfield,1618 E Calhoun St,Seattle,98112,47.642407,-122.310081,N,
Morgan Junction,6413 California Ave SW,Seattle,98136,47.545507,-122.387528,N,
Morningside Park,4030 95th Ave NE,Kirkland,,47.64755752889361,-122.21229712617688,N,
Moshier Community Art Center,430 S 156th Street,Burien,,47.46375587917558,-122.32970308390136,N,
Moshier Memorial Park,430 S 156th Street,Burien,,47.464872879175516,-122.32904868390128,N,
Mt. Baker Park,2521 Lake Park Dr S,Seattle,98144,47.580957,-122.288481,N,
Mt. Baker Ridge Viewpoint,1403 31st Ave S,Seattle,98144,47.589983,-122.292616,N,
Mt. Claire Park,2523 Mount Claire Dr S,Seattle,98144,47.580737,-122.28642,N,
Municipal Campus,North of NE 85th Street; between Sammamish River and 160th Ave NE,Redmond,,47.6801137368843,-122.13011131289271,N,
Myrtle Edwards Park,3130 Alaskan Way,Seattle,98121,47.618767,-122.36087,Y,
Myrtle Reservoir,35th Ave SW & SW Myrtle St,Seattle,98126,47.539206,-122.376716,N,
N 195th St Trail,19500 Meridian Ave N,Shoreline,,47.770542528650175,-122.33256318417612,N,
Nantes Park,5062 SW Admiral Way,Seattle,98116,47.579565,-122.397063,N,
Narco Property,,Renton,,47.4760121,-122.19266303,N,
Nathan Hale Playfield,10750 30th Ave NE,Seattle,98125,47.707715,-122.292028,N,
NE 60th Street Park,551 NE 60th St,Seattle,98115,47.671728,-122.322634,N,
Neal-Landguth Wetland Park,214 10th St S,Kirkland,,47.67390481546625,-122.19036712978938,N,
Newcastle Beach Park,4400 Lake Washington Blvd SE,Bellevue,98006,47.56637081856,-122.18965260255,N,
Newport Hills Park,6029 120th Avenue SE,Bellevue,98006,47.548623043846,-122.18057040255,N,
Newport Hills Woodlawn Park,11560 SE 60th Street,Bellevue,98006,47.550556371006,-122.18614420173,N,
Nike Park,17207 NE 92nd Street,Redmond,,47.68313369900059,-122.10826232234317,N,
Nora's Woods,720 29th Ave,Seattle,98122,47.608732,-122.294573,N,
North Beach Park,8999 24th Ave NW,Seattle,98117,47.69471,-122.390258,N,
North City Park,19201 10th Ave NE,Shoreline,,47.76873718724478,-122.31998498539393,N,
North Highlands Park,3000 NE 16th St,Renton,,47.5074578,-122.17958442,N,
North Kirkland Com Ctr & Park,12421 103rd Ave NE,Kirkland,,47.71161211135326,-122.20286860294097,N,
North Passage Point Park,600 NE Northlake Way,Seattle,98105,47.653963,-122.322428,N,
North Rose Hill Woodlands Park,9930 124th Ave NE,Kirkland,,47.68797119498327,-122.17197137839257,N,
North SeaTac Park,S 128th St & 20th Ave S,SeaTac,98168,47.484498384824576,-122.30993817331321,N,
Northacres Park,12718 1st Ave NE,Seattle,98125,47.721775,-122.326124,N,
Northcrest Park,827 NE 170th St,Shoreline,,47.750346370942815,-122.31997955125352,N,
Northeast Queen Anne Greenbelt,Dexter Way N & Lynn St & Wheeler,Seattle,98109,47.635866,-122.345011,N,
Northgate Park,10510 5th Ave NE,Seattle,98125,47.705194,-122.322424,N,
Northlake Park,699 NE Northlake Way,Seattle,98105,47.654365,-122.320826,N,
Northtowne Neighborhood Park,2800 Bellevue Way NE,Bellevue,98004,47.6355646481,-122.20077573138,N,
Northwest 60th St. Viewpoint,6001 Seaview Ave NW,Seattle,98107,47.672184,-122.40656,N,
Norwood Village Neighborhood Park,12309 SE 23rd Place,Bellevue,98005,47.589639136551,-122.17355006867,N,
NRH5,12012 NE 90th St,Kirkland,,47.682921530044965,-122.17964426901433,N,
O O Denny Park,12032 Holmes Point Dr NE,Kirkland,,47.709273581359895,-122.2509467344921,N,
O'Leary Park,Leary Way & Redmond Way,Redmond,,47.67421886116663,-122.12329438733319,N,
Observatory Courts,1405 Warren Ave N,Seattle,98109,47.631342,-122.355134,N,
Occidental Square,117 S Washington St,Seattle,98104,47.600463,-122.333272,Y,
Ohde Avenue Pea Patch,11425 Ohde Ave,Kirkland,,47.67726406287366,-122.18763583756748,N,
Old Firehouse Teen Center,16510 NE 79th Street,Redmond,,47.674316557118395,-122.12007589697274,N,
Old Redmond Schoolhouse Community Center,16000 NE 80th Street,Redmond,,47.6753447749709,-122.11821840438657,N,
Olympic Sculpture Park,2901 Western Ave,Seattle,98121,47.616577,-122.35418,Y,
Open Water Park,2351 W Marina Pl,Seattle,98199,47.629555,-122.386693,Y,
Orchard Street Ravine,39th Ave SW & SW Orchard St,Seattle,98136,47.538315,-122.380151,N,
Othello Playground,4351 S Othello St,Seattle,98118,47.536214,-122.278105,N,
Oxbow Park,6430 Corson Ave S,Seattle,98108,47.54499,-122.321583,N,
Paramount Open Space,946 NE 147th St,Shoreline,,47.736743519374336,-122.31729754413966,N,
Paramount School Park,15300 8th Ave NE,Shoreline,,47.74029569653012,-122.31974834680267,N,
Park at Town Center,18040 Aurora Ave N,Shoreline,,47.759508331707515,-122.34553915437917,N,
Park Home Circle,5622 Park Rd NE,Seattle,98105,47.67005,-122.305464,N,
Parkmont Place,2401 West Viewmont Way W,Seattle,98199,47.640142,-122.410083,N,
Parsons Gardens,650 W Highland Dr,Seattle,98119,47.629868,-122.366082,N,
Peace Park,"NE 40th St & NE Pacific St, Seattle",Seattle,98105,47.65543,-122.323616,N,
Pelly Place Natural Area,6762 Murray Ave SW,Seattle,98136,47.541492,-122.39309,N,
Peppi's Playground,3233 E Spruce St,Seattle,98122,47.602723,-122.290602,N,
Perrigo Heights Open Space,Education Hill off of NE 97th Way between 174th Court NE and 175th Court NE,Redmond,,47.688489173808094,-122.1067367756194,N,
Perrigo Park,9011 196th Ave NE,Redmond,,47.68327380465301,-122.0831560506622,N,
Peter Kirk Park,202 3rd St,Kirkland,,47.67667608014383,-122.20182826516714,N,
Phantom Lake Loop,2064-2098 156th Ave SE,Bellevue,98007,47.592599723713,-122.13187968434,N,
Philip Arnold Park,720 Jones Ave S,Renton,,47.47200442,-122.19554743,N,
Phyllis A. Needy - Houghton Neighborhood Park,10811 NE 47th St,Kirkland,,47.65165508267763,-122.1957748465052,N,
Piazza Park,233 Burnett Ave S,Renton,,47.4800632,-122.2085769,N,
Piers 62 and 63,1951 Alaskan Way,Seattle,98101,47.608656,-122.345237,Y,
Pigeon Point Park,4418 21st Ave SW,Seattle,98106,47.563271,-122.356966,N,
Pike's Peak Greenbelt,3850 122nd Avenue NE,Bellevue,98005,47.645737055149,-122.17805917371,N,
Pinehurst Playground,12029 14th Ave NE,Seattle,98125,47.716436,-122.314628,N,
Pinehurst Pocket Park,11700 19th Ave NE,Seattle,98125,47.714186,-122.308222,N,
Pioneer Square,100 Yesler Way,Seattle,98104,47.602076,-122.333886,Y,
Pipers Creek Natural Area,600 NW 117th St,Seattle,98133,47.714678,-122.364699,N,
Plum Tree Park,1717 26th Ave,Seattle,98122,47.617053,-122.299142,N,
Plymouth Pillars Park,1050 Pike St,Seattle,98101,47.614124,-122.329092,N,
Powell Barnett Park,352 Martin Luther King Jr Way,Seattle,98112,47.605197,-122.295998,N,
Pratt Park,1800 S Main St,Seattle,98144,47.601407,-122.307257,N,
Prefontaine Place,425 3rd Ave,Seattle,98104,47.601844,-122.330883,N,
Prentis I. Frazier Park,401 24th Ave E,Seattle,98112,47.622895,-122.301614,N,
Pritchard Island Beach,8400 55th Ave S,Seattle,98118,47.528948,-122.26283,N,
Puget Boulevard Commons,5200 26th Ave SW,Seattle,98106,47.555356,-122.365575,N,
Puget Creek Greenspace,1901 SW Brandon St,Seattle,98106,47.55187,-122.358556,N,
Puget Park,4767 Puget Way SW,Seattle,98106,47.558473,-122.356922,N,
Puget Ridge Playground,6029 21st Ave SW,Seattle,98106,47.547368,-122.359947,N,
Puget Sound Park,135 SW 126th Street,Burien,,47.49010247917706,-122.33736798423088,N,
Queen Anne Bowl Playfield,2806 3rd Ave W,Seattle,98119,47.645599,-122.359711,N,
Rainbow Point,631 NE Banner Pl,Seattle,98115,47.682713,-122.320476,N,
Rainier Beach Playfield,8802 Rainier Ave S,Seattle,98118,47.525041,-122.273136,N,
Rainier Place,230 NW 53rd St,Seattle,98107,47.667567,-122.359434,N,
Rainier Playfield,3700 S Alaska St,Seattle,98118,47.561817,-122.2862,N,
Ravenna Park,5520 Ravenna Ave NE,Seattle,98105,47.671404,-122.305705,N,
Ravenna Park Triangle,Ravenna Ave NE & NE 54th St,Seattle,98105,47.668089,-122.30367,N,
Ravenna Ravine,6215 24th Ave NE,Seattle,98115,47.674823,-122.301707,N,
Ravenna Woods,4633 Ravenna Ave NE,Seattle,98105,47.662559,-122.303161,N,
Ravenna-Eckstein Park,6535 Ravenna Ave NE,Seattle,98115,47.676873,-122.304964,N,
Redmond Central Connector,,Redmond,,47.67253231433148,-122.12196147970485,N,
Redmond Community Center at Marymoor Village,6505 176TH AVE NE,Redmond,,47.66437440530492,-122.10684188299861,N,
Redmond West Wetlands,NE 60th Street and 152nd Avenue NE,Redmond,,47.66010277272647,-122.13769173315406,N,
Regrade Park,2251 3rd Ave,Seattle,98121,47.614346,-122.344776,N,
Reservoir Park,1501 3rd St,Kirkland,,47.68749898585515,-122.20510946418969,N,
Reservoir Park,16317 NE 95th Street,Redmond,,47.6853714698375,-122.12229572703919,N,
Richmond Beach Community Park,2201 NW 197th St,Shoreline,,47.77215759133451,-122.38534398606421,N,
Richmond Beach Saltwater Park,2021 NW 190th St,Shoreline,,47.76412861822016,-122.38601784376722,N,
Richmond Highlands Park,16554 Fremont Ave N,Shoreline,,47.75000105872377,-122.34953600418966,N,
Richmond Reserve,19101 22nd Ave NW,Shoreline,,47.7687202670957,-122.38581572376548,N,
Ridgecrest Park,108 NE 161st St,Shoreline,,47.746272355249516,-122.32787863850088,N,
Riverton Heights Park,3011 S 148th St,SeaTac,98168,47.46982508276773,-122.29387614280964,N,
Riverton Park,4124 South 131st Street,Tukwila,98168,47.486202679943,-122.281832434018,N,
Riverview Park,2901 Maple Valley Hwy,Renton,,47.4763016,-122.18149783,N,
Riverview Playfield,7226 12th Ave SW,Seattle,98106,47.54101,-122.348688,N,
Roanoke Park,950 E Roanoke St,Seattle,98102,47.643723,-122.320185,N,
Roanoke Park,70th Avenue SE & West Mercer Way,Mercer Island,98040,47.593702451519,-122.24532178047,N,
Roanoke St. Mini Park,1 E Roanoke St,Seattle,98102,47.643193,-122.329327,N,
Robinsglen Nature Park,16357 SE 16th Street,Bellevue,98008,47.595916771106,-122.12135849125,N,
Robinswood Community Park,2432 148th Avenue SE,Bellevue,98007,47.587491131566,-122.1410794773,N,
Robinswood Off-Leash Dog Corral,2432 148th Avenue SE,Bellevue,98007,47.587491131566,-122.1410794773,N,
Robinswood Sportsfield North,14822 SE 22nd Street,Bellevue,98007,47.590591052788,-122.13983445106,N,
Rogers Playground,2516 Eastlake Ave E,Seattle,98102,47.642601,-122.325257,N,
Ron Regis Park,1505 Orcas Ave SE,Renton,,47.467832,-122.14545404,N,
Ronald Bog Park,2301 N 175th St,Shoreline,,47.7550098668312,-122.33280840432299,N,
Rose Hill Meadows,8324 124th Ave NE,Kirkland,,47.677342257711494,-122.17509621964422,N,
Ross Playground,4320 4th Ave NW,Seattle,98107,47.659718,-122.361347,N,
Rotary A,841 NE 188TH ST,Shoreline,,47.764822501845806,-122.31991778358193,N,
Rotary B,18537 10TH AVE NE,Shoreline,,47.76419963993309,-122.31913839681367,N,
Rotary C,18531 10TH AVE NE,Shoreline,,47.76396886323523,-122.31930078089108,N,
Rotary D,18525 10TH AVE NE,Shoreline,,47.76381393134181,-122.3193884899711,N,
Rotary Park,10th Ave NE & NE 185th St,Shoreline,,47.76325584886814,-122.31884952688529,N,
Rotary Park,88th Avenue SE & SE 44th Street,Mercer Island,98040,47.568353835833,-122.22070683463,N,
Rotary Park,Near 154th Ave NE/Redmond Way,Redmond,,47.672996960735546,-122.13280631852605,N,
Rotary Viewpoint,4622 35th Ave SW,Seattle,98126,47.560222,-122.375859,N,
Roxhill Park,2850 SW Roxbury St,Seattle,98126,47.519496,-122.368881,Y,2026-07-25
Sacajawea Playground,1726 NE 94th St,Seattle,98115,47.697132,-122.308132,N,
Saddleback Mini Park,5501 152nd Place SE,Bellevue,98006,47.554266558704,-122.13841980255,N,
Saint Edward State Park,14445 Juanita Dr NE,Kirkland,,47.731189390883394,-122.25588362958949,N,
Salmon Bay Park,2001 NW Canoe Pl,Seattle,98117,47.679297,-122.381343,N,
Salmon Creek Park,700 SW 118th Street,Burien,,47.49799827917776,-122.3458301842306,N,
Salmon Creek Ravine,12550 Shorewood Drive SW,Burien,,47.490913219969464,-122.36001867759315,N,
Sam Smith Park,1400 Martin Luther King Jr Way S,Seattle,98122,47.589982,-122.297814,N,
Sammamish Valley Park,NE 116th Street/Willows Road NE,Redmond,,47.706116462124015,-122.15098023516636,N,
Sandel Playground,9053 1st Ave NW,Seattle,98117,47.695134,-122.358701,N,
Schmitz Boulevard,5717 SW Stevens St,Seattle,98116,47.577899,-122.405592,N,
Schmitz Preserve Park,5551 SW Admiral Way,Seattle,98116,47.574375,-122.400425,N,
Scotts Pond,"Triangle bordered by NE 80th Street, Redmond Way and 140th Ave NE",Redmond,,47.67570418231926,-122.15263060970157,N,
SE 40th Street Boat Launch,SE 40th Street,Bellevue,98006,47.575129065393,-122.1886374997,N,
SE Redmond Open Space,,Redmond,,47.6634345285573,-122.08292566412361,N,
SE Redmond Park,"Theoretically, between 188th Ave NE and 192nd Ave NE; North of NE 67th St",Redmond,,47.66648628098545,-122.08562819378623,N,
Seacrest Park,1660 Harbor Ave SW,Seattle,98126,47.589941,-122.381226,Y,
Seahurst Ed Munro Park,1600 SW Seahurst Park Road,Burien,,47.47723537917628,-122.36325358423126,N,
SeaTac Des Moines Creek Park,2151 S 200th St,SeaTac,98198,47.41958656734548,-122.3069097180828,N,
Seattle Aquarium,1483 Alaskan Way,Seattle,98101,47.607411,-122.342836,N,
Secret Park,SE 27th Street & West Mercer Way,Mercer Island,98040,47.586727108763,-122.24842241409,N,
Seola Park,11399 Seola Beach Dr SW,Seattle,98146,47.50039,-122.374332,N,
Settler's Landing,1001 Lake St S,Kirkland,,47.66766533509347,-122.20785547137591,N,
Seven Hills Park,1514 E Howell St,Seattle,98122,47.617684,-122.312534,N,
Seward Park,5900 Lake Washington Blvd S,Seattle,98118,47.54923,-122.250639,Y,
Shoreline Civic Center,17500 Midvale Ave N,Shoreline,,47.75655260692616,-122.34336659759417,N,
Shoreline Park,19030 1st Ave NE,Shoreline,,47.76753245610807,-122.3283208681074,N,
