name,address,city,zip_code,latitude,longitude,visited,visited_date
Shoreview Park,700 NW Innis Arden Way,Shoreline,,47.7510861803976,-122.36663978387004,N,
Shorewood Park,11830 28th Ave. SW,Burien,,47.49692507917761,-122.37016868423079,N,
Sierra Place,3300 Sierra Dr S,Seattle,98144,47.573282,-122.282492,N,
Silverleaf Park,4900 164th Avenue SE,Bellevue,98006,47.558559946836,-122.12186791789,N,
Sixth Street Park,10116 SE 6th Street,Bellevue,98004,47.604365456545,-122.20485448139,N,
Skyridge Park,13601 SE 20th Street,Bellevue,98005,47.592277587647,-122.15862037668,N,
Smith Cove,23rd Ave West,Seattle,98199,47.632602,-122.387679,Y,
Smith Woods,176 Ave NE and NE 124th Street,Redmond,,47.710114478038946,-122.10390232506408,N,
Snyder's Corner Park,6720 132nd Ave NE,Kirkland,,47.66598341505253,-122.16280847363726,N,
Solstice Park,7400 Fauntleroy Way SW,Seattle,98136,47.536414,-122.390347,N,
Somerset Greenbelts,4738 136th Avenue SE,Bellevue,98006,47.559608110858,-122.1591989944,N,
Soundview Playfield,1590 NW 90th St,Seattle,98117,47.695416,-122.378878,N,
Soundview Terrace,2500 11th Ave W,Seattle,98119,47.640849,-122.37141,N,
South Norway Hill Park,14607 122nd Ave NE,Kirkland,,47.7337570033504,-122.17924134866199,N,
South Park Meadow,9141 8th Ave S,Seattle,98108,47.520795,-122.323649,N,
South Park Playground,738 S Sullivan St,Seattle,98108,47.528016,-122.324159,N,
South Passage Point Park,3320 Fuhrman Ave E,Seattle,98102,47.652087,-122.322486,N,
South Rose Hill Park,12730 NE 72nd St,Kirkland,,47.66880503208881,-122.16972961295258,N,
South Woods Park,2210 NE 150th St,Shoreline,,47.738345592425844,-122.30443588657228,N,
Southern Heights Park,12025 14th Avenue S,Burien,,47.494999579177325,-122.31826848423071,N,
Spinney Homestead Park,11710 NE 100th St,Kirkland,,47.69050375754947,-122.18306332540622,N,
Spiritbrook Park,6500 151st Avenue NE,Redmond,,47.664704292453166,-122.13881761891774,N,
Spiritridge Park,16100 SE 33rd Place,Bellevue,98008,47.581405206623,-122.12754083901,N,
Spiritwood Park,1813 146th Avenue SE,Bellevue,98007,47.594433266561,-122.14543168824,N,
Spring Street Mini Park,1506 E Spring St,Seattle,98122,47.611801,-122.3124,N,
Spruce Street Mini Park,160 21st Ave,Seattle,98122,47.603091,-122.304648,N,
St. Mark's Greenbelt,1500 Lakeview Blvd E,Seattle,98102,47.63115,-122.322174,N,
Stan Sayres Memorial Park,3808 Lake Washington Blvd S,Seattle,98118,47.571222,-122.277162,N,
Stevens Place,2919 Beacon Ave S,Seattle,98144,47.577122,-122.310563,N,
Stevens Triangle,3809 E John St,Seattle,98112,47.619443,-122.283592,N,
Strandberg Preserve,19101 17th Ave NW,Shoreline,,47.76743319229355,-122.38080460330733,N,
Street End Park,501 Lake St S,Kirkland,,47.67209851922357,-122.20706123513911,N,
Sturgus Park,904 Sturgus Ave S,Seattle,98144,47.59409,-122.314376,N,
Sturtevant Ravine,9335 Sturtevant Ave S,Seattle,98118,47.51783,-122.268561,N,
Summit Place,Belmont Ave E & Bellevue Pl E,Seattle,98102,47.627081,-122.325708,N,
Summit Slope Park,200 Summit Ave E,Seattle,98102,47.619832,-122.325298,N,
Sunnyside Ave N Boat Ramp,2301 N Northlake Way,Seattle,98103,47.650292,-122.330723,N,
Sunrise Park,4095 W Lake Sammamish Pkwy SE,Bellevue,98008,47.57147,-122.10595,N,
Sunset Gardens Park,18304 NE 95th Street,Redmond,,47.68610116710063,-122.09623448882874,N,
Sunset Hill Park,7531 34th Ave NW,Seattle,98117,47.684034,-122.400938,N,
Sunset Park,2837 139th Avenue SE,Bellevue,98005,47.587037752638,-122.15575200207,N,
Sunset Place,105 NW 52nd St,Seattle,98107,47.666686,-122.357602,N,
Sunset Ravine Greenbelt,13400 SE 40th Street,Bellevue,98006,47.575924971755,-122.16074398415,N,
Sunset School Park,17800 10th Ave NW,Shoreline,,47.75811390366434,-122.36773019572642,N,
Surrey Downs Park,11177 SE 4th Street,Bellevue,98004,47.60393,-122.19222,N,
SW Queen Anne Greenbelt,12th Ave W & W Howe St,Seattle,98119,47.633353,-122.373209,N,
Sweyolocken Boat Launch,3000 Bellevue Way SE,Bellevue,98004,47.582152742664,-122.18643310806,N,
T.T. Minor Playground,1698 E Union St,Seattle,98122,47.613111,-122.310543,N,
Talbot Hill Reservoir Park,1900 Talbot Rd S,Renton,,47.46215579,-122.20887034,N,
Tam O'Shanter Park,1655 173rd Avenue NE,Bellevue,98008,47.62485,-122.10513,N,
Tashkent Park,511 Boylston Ave E,Seattle,98102,47.62379,-122.323444,N,
Taylor Fields,11724 NE 60th St,Kirkland,,47.66353036535004,-122.18222818455352,N,
Terrace Park,10333 NE 67th St,Kirkland,,47.66516201751161,-122.20098876928692,N,
Terry Pettus Park,2001 Fairview Ave E,Seattle,98102,47.636742,-122.329689,N,
Thayer Place,10088 Waters Ave S,Seattle,98178,47.510613,-122.250038,N,
The Edge Skate Park,NE 83rd Street & 161st Avenue NE,Redmond,,47.67707757702282,-122.12501374903398,N,
The Stroll,"Located on the side of NE 85th bridge, directly adjacent to the E. side of E Lake Sammamish Trail",Redmond,,47.67778833050226,-122.1319170989857,N,
Thomas C. Wales Park,2401 6th Ave N,Seattle,98109,47.640523,-122.344468,N,
Thomas St. Mini Park,306 Bellevue Ave E,Seattle,98102,47.621036,-122.326216,N,
Thomas Teasdale Park,601 S 23rd St,Renton,,47.4583461,-122.20866082,N,
Thorndyke Park,1818 Thorndyke Ave W,Seattle,98199,47.635099,-122.390161,N,
Thornton Creek Park #1,13002 10th Ave NE,Seattle,98125,47.707034,-122.307629,N,
Thyme Patch Park,2853 NW 58th St,Seattle,98107,47.670709,-122.395214,N,
Tiffany - Cascade Connector,Cascade Connector - SE 160th St,Renton,,47.46125331,-122.1781723,N,
Tiffany Park,1902 Lake Youngs Way SE,Renton,,47.46305899,-122.1780434,N,
Tilikum Place,2701 5th Ave,Seattle,98121,47.618382,-122.347411,N,
Tonkin Park,399 Williams Ave S,Renton,,47.47831811,-122.20702985,N,
Tot Lot Park,119 9th Ave,Kirkland,,47.68181390249919,-122.20732142404573,N,
Totem Lake Park,12207 NE Totem Lake Way,Kirkland,,47.71101467196167,-122.17602532923856,N,
Town Center Open Space,"Along Bear Creek, south of Bear Creek Parkway NE",Redmond,,47.66824636458008,-122.11720854436584,N,
Town Square Park,400 SW 152nd Street,Burien,,47.467427579175734,-122.34245708423155,N,
Triangle Park,15245 Ambaum Blvd SW,Burien,,47.465920479175644,-122.34715378423172,N,
Trolley Hill Park,1800 Taylor Ave N,Seattle,98109,47.635143,-122.347039,N,
Tukwila Community Center,12424 42nd Avenue South,Tukwila,98168,47.491156261127,-122.279912347935,N,
Tukwila Park,15460 65th Avenue South,Tukwila,98188,47.463598066741,-122.252255379942,N,
Tukwila Pond,299 Strander Boulevard,Tukwila,98188,47.455831084332,-122.259851339742,N,
Twin Ponds Park,15401 1st Ave NE,Shoreline,,47.73922167407878,-122.33105956592728,N,
Tyee Community Gym,13630 SE Allen Road,Bellevue,98006,47.57372,-122.15843,N,
Union Station Square,316 S Jackson St,Seattle,98104,47.599362,-122.330086,Y,
University Circle,5801 University Circle NE,Seattle,98105,47.67203,-122.275181,N,
University Lake Shore Place,4275 NE 125th St,Seattle,98125,47.718937,-122.28006,N,
University Playground,4745 9th Ave NE,Seattle,98105,47.664447,-122.319312,N,
Ursula Judkins Viewpoint,2605 W Galer St,Seattle,98199,47.632049,-122.390232,Y,
Valley Ridge Park,4644 S 188th St,SeaTac,98188,47.43638660936646,-122.27503557478019,N,
Van Aalst Park,335 13th Ave,Kirkland,,47.68490224687049,-122.20248582283016,N,
Van Asselt Playground,7050 Beacon Ave S,Seattle,98108,47.539446,-122.294068,N,
Veterans Memorial Park,523 S 3rd St,Renton,,47.47987605,-122.20389359,N,
Victor Steinbrueck Park,2001 Western Ave,Seattle,98121,47.610153,-122.343869,N,
Victory Creek Park,1059 NE Northgate Way,Seattle,98125,47.709155,-122.315554,N,
Victory Heights Playground,1737 NE 106th St,Seattle,98125,47.705672,-122.307834,N,
View Ridge Playfield,4408 NE 70th St,Seattle,98115,47.679747,-122.279969,N,
Viewpoint Open Space,17541 NE 24th Street,Redmond,,47.629358641273704,-122.10495991875825,N,
Viewpoint Park,134th & NE 24th Street,Bellevue,98005,47.63085,-122.16008,N,
Viewpoint Park,18440 NE 24th Street,Redmond,,47.63209373965291,-122.09434018709416,N,
Viewpoint Park,Overlake Drive West & 84th Ave NE,Medina,98039,47.612698696763,-122.22788658972,N,
Viretta Park,151 Lake Washington Blvd E,Seattle,98112,47.61875,-122.282003,N,
Virgil Flaim Park,2700 NE 123rd St,Seattle,98125,47.717955,-122.299374,N,
Volunteer Park,1247 15th Ave E,Seattle,98112,47.630378,-122.315568,Y,
Volunteer Park Conservatory,1400 E Galer St,Seattle,98112,47.632063,-122.315708,Y,
Wallingford Playfield,4219 Wallingford Ave N,Seattle,98103,47.658544,-122.337444,N,
Wallingford Steps,1800 N Northlake Way,Seattle,98103,47.647345,-122.336152,N,
Walt Hundley Playfield,6920 34th Ave SW,Seattle,98126,47.54017,-122.373415,N,
Ward Springs Park,4th Ave N & Ward St,Seattle,98109,47.627747,-122.349245,N,
Warren G. Magnuson Park,7400 Sand Point Way NE,Seattle,98115,47.680304,-122.255084,Y,
Washington Park Arboretum,2300 Arboretum Dr E,Seattle,98112,47.636477,-122.294835,Y,
Washington Park Playfield,1017 Lake Washington Blvd E,Seattle,98112,47.627064,-122.293925,N,
Washington Street Public Boat Landing,199 Alaskan Way S,Seattle,98104,47.601007,-122.336045,Y,
Waterfront Park,1401 Alaskan Way,Seattle,98101,47.606778,-122.342196,Y,
Watershed Park,4500 110th Ave NE,Kirkland,,47.64971869454218,-122.19034810464835,N,
Watershed Preserve,218th Avenue NE & Novelty Hill RD,Redmond,,47.707169554532115,-122.04736528629726,N,
Waterway 19,2119 N Northlake Way,Seattle,98103,47.646349,-122.332567,N,
Waverly Beach Park,633 Waverly Park Way,Kirkland,,47.68696652913511,-122.21721530588292,N,
Weather Watch Park,4035 Beach Dr SW,Seattle,98116,47.568247,-122.409506,Y,
Webster Park,3025 NW 68th St,Seattle,98117,47.677832,-122.397851,N,
Wedgwood Square,8126 31st Ave NE,Seattle,98115,47.688151,-122.294772,N,
Welcome Park,,Redmond,,47.67676418285114,-122.1522303781931,N,
Weowna Park,1420 168th Avenue SE,Bellevue,98008,47.59867,-122.11624,N,
West Duwamish Greenbelt,W Marginal Way SW & Highland Park Way SW,Seattle,98106,47.563271,-122.356966,N,
West Ewing Mini Park,244 W Ewing St,Seattle,98119,47.65205,-122.360602,N,
West Montlake Park,2815 W Park Dr E,Seattle,98112,47.646219,-122.30982,N,
West Queen Anne Playfield,150 W Blaine St,Seattle,98119,47.635514,-122.359504,N,
West Seattle Golf Course,4600 35th Ave SW,Seattle,98126,47.55986,-122.369657,N,
West Seattle Stadium,4432 35th Ave SW,Seattle,98126,47.562826,-122.374348,N,
Westcrest Park,9000 8th Ave SW,Seattle,98106,47.525783,-122.341719,N,
Westlake Greenbelt,Westlake Ave & Halladay St,Seattle,98109,47.641586,-122.34338,Y,
Westlake Park,401 Pine St,Seattle,98101,47.611099,-122.33724,N,
Westlake Square,1900 Westlake Ave,Seattle,98109,47.613627,-122.337285,N,
Westminster Park,709 N 150th St,Shoreline,,47.737477333292965,-122.3503384661962,N,
Westminster Triangle,14929 Westminster Way N,Shoreline,,47.737520051854155,-122.35285944243601,N,
Westside Park,5810 156th Avenue NE,Redmond,,47.65927840868542,-122.13079374228205,N,
Westwood Highlands Neighborhood Park,5501 136th Place SE,Bellevue,98006,47.55316,-122.15841,N,
Wilburton Hill Park,12400 Main Street,Bellevue,98005,47.61014,-122.17363,N,
Wildwood Park,260 101st Avenue SE,Bellevue,98004,47.6088,-122.20474,N,
William Grose Park,1814 30th Ave,Seattle,98122,47.618021,-122.29294,N,
Williams Place,199 15th Ave E,Seattle,98112,47.619809,-122.313094,N,
Willows Creek Park,8915 142nd Avenue NE,Redmond,,47.681973602267846,-122.15233258992384,N,
Windsor Hills Park,432 Windsor Way NE,Renton,,47.48914064,-122.18683301,N,
Windsor Vista Park,14251 111th Ave NE,Kirkland,,47.729952161544134,-122.19378112609792,N,
Winters House,2102 Bellevue Way SE,Bellevue,98004,47.591592896058,-122.19321199123,N,
Wolf Creek Ravine Natural Area,McGraw St between 2nd Ave N & Nobb Hill Ave N,Seattle,98109,47.639775,-122.352314,N,
Woodland Park,1000 N 50th St,Seattle,98103,47.668906,-122.344218,Y,
Woodland Park Rose Garden,750 N 50th St,Seattle,98103,47.666499,-122.35054,N,
Woodland Park Zoo,700 N 50th St,Seattle,98103,47.666183,-122.35043,Y,
Woodridge Water Tower Park,1843 125th Avenue SE,Bellevue,98005,47.593364768363,-122.17395780169,N,
Yarrow Bay Wetlands,9830 NE Points Dr,Kirkland,,47.64613327872665,-122.20748722354607,N,
Yesler Playfield,835 Yesler Way,Seattle,98104,47.601262,-122.320083,N,
York Park,3650 Renton Ave S,Seattle,98144,47.570461,-122.295537,N,
York Playground,3327 34th Ave S,Seattle,98126,47.572695,-122.290713,N,
Zumdieck Park,1500 108th Avenue NE,Bellevue,98004,47.62422,-122.19474,N,
